model,price,transmission,mileage,fuelType,age,engineSize
 Focus,13651,Automatic,8598,Petrol,5,1.14
 Focus,13650,Manual,8761,Petrol,3,1
 Focus,13620,Manual,12180,Petrol,3,1
 Focus,13617,Manual,7166,Petrol,3,1
 Focus,13610,Manual,10490,Petrol,3,1
 Focus,13600,Manual,16960,Petrol,3,1
 Focus,13600,Manual,13144,Petrol,3,1
 Focus,13597,Manual,11148,Petrol,3,1
 Focus,13595,Manual,6380,Petrol,3,1
 Focus,13583,Manual,21718,Diesel,6,1.26
 Focus,13580,Manual,7983,Petrol,3,1
 Focus,13567,Manual,7756,Diesel,3,1.14
 Focus,13561,Manual,15071,Petrol,3,1
 Focus,13549,Manual,42322,Diesel,6,1.26
 Focus,13510,Automatic,13409,Petrol,3,1
 Focus,13500,Manual,27916,Diesel,2,1.14
 Focus,13500,Manual,11382,Petrol,3,1
 Focus,13500,Manual,11382,Petrol,3,1
 Focus,13500,Manual,10111,Petrol,3,1
 Focus,13500,Manual,9999,Petrol,3,1
 Focus,13500,Manual,21825,Diesel,3,1.14
 Focus,13500,Manual,24417,Petrol,3,1
 Focus,13500,Manual,14707,Petrol,4,1
 Focus,13500,Manual,8134,Petrol,3,1
 Focus,13500,Semi-Auto,8863,Petrol,4,1
 Focus,13500,Manual,11000,Petrol,3,1
 Focus,13500,Manual,12929,Petrol,3,1.14
 Focus,13500,Semi-Auto,16856,Petrol,4,1
 Focus,13500,Manual,17540,Petrol,3,1
 Focus,13500,Manual,16612,Petrol,3,1
 Focus,13500,Manual,14769,Diesel,3,1.14
 Focus,13500,Manual,24204,Diesel,3,1.14
 Focus,13500,Manual,12100,Petrol,3,1
 Focus,13500,Manual,22243,Petrol,3,1
 Focus,13500,Manual,17250,Petrol,3,1
 Focus,13500,Manual,11382,Petrol,3,1
 Focus,13500,Manual,11382,Petrol,3,1
 Focus,13500,Manual,12890,Petrol,4,1.14
 Focus,13500,Manual,11382,Petrol,3,1
 Focus,13500,Manual,11382,Petrol,3,1
 Focus,13500,Manual,11382,Petrol,3,1
 Focus,13500,Manual,11941,Petrol,3,1
 Focus,13500,Manual,25535,Diesel,3,1.14
 Focus,13500,Manual,26159,Petrol,3,1
 Focus,13500,Manual,11382,Petrol,3,1
 Focus,13500,Manual,11382,Petrol,3,1
 Focus,13500,Manual,11382,Petrol,3,1
 Focus,13500,Manual,11382,Petrol,3,1
 Focus,13500,Manual,11382,Petrol,3,1
 Focus,13500,Manual,11382,Petrol,3,1
 Focus,13500,Manual,11382,Petrol,3,1
 Focus,13499,Manual,11524,Petrol,3,1
 Focus,13499,Manual,16392,Petrol,3,1
 Focus,13499,Manual,19926,Diesel,3,1.14
 Focus,13499,Manual,13377,Petrol,3,1
 Focus,13499,Manual,21898,Diesel,3,1.14
 Focus,13499,Manual,11277,Petrol,3,1
 Focus,13499,Manual,30555,Diesel,6,1.26
 Focus,13499,Manual,41699,Diesel,6,1.26
 Focus,13498,Manual,10150,Petrol,3,1
 Focus,13498,Semi-Auto,12619,Petrol,3,1
 Focus,13498,Manual,18744,Diesel,3,1.14
 Focus,13498,Manual,27491,Petrol,4,1
 Focus,13498,Manual,12726,Petrol,3,1.14
 Focus,13498,Manual,11206,Petrol,3,1
 Focus,13498,Manual,44106,Diesel,5,1.26
 Focus,13498,Manual,15012,Petrol,3,1
 Focus,13498,Automatic,10365,Petrol,4,1.14
 Focus,13497,Manual,12565,Petrol,3,1
 Focus,13497,Manual,13588,Petrol,3,1
 Focus,13497,Manual,17860,Petrol,3,1
 Focus,13497,Manual,19293,Petrol,3,1
 Focus,13497,Manual,17804,Petrol,3,1
 Focus,13497,Manual,12928,Petrol,3,1
 Focus,13495,Automatic,3000,Petrol,4,1
 Focus,13495,Automatic,11600,Petrol,6,1.14
 Focus,13495,Manual,14125,Petrol,3,1
 Focus,13495,Manual,23047,Petrol,3,1
 Focus,13495,Semi-Auto,7672,Petrol,3,1
 Focus,13495,Manual,10335,Petrol,3,1
 Focus,13495,Manual,22279,Petrol,3,1
 Focus,13495,Manual,23111,Petrol,3,1
 Focus,13495,Manual,12951,Petrol,3,1
 Focus,13495,Manual,11139,Petrol,3,1
 Focus,13491,Manual,15919,Petrol,3,1
 Focus,13491,Manual,15919,Petrol,3,1
 Focus,13491,Manual,3915,Petrol,2,1
 Focus,13490,Manual,35802,Petrol,5,1.26
 Focus,13490,Manual,13842,Petrol,3,1
 Focus,13490,Manual,13760,Petrol,3,1
 Focus,13490,Manual,11060,Petrol,3,1
 Focus,13490,Manual,11710,Petrol,3,1
 Focus,13490,Manual,13110,Petrol,3,1
 Focus,13490,Manual,17299,Diesel,3,1.14
 Focus,13490,Manual,18100,Petrol,3,1
 Focus,13490,Manual,26634,Diesel,3,1.14
 Focus,13490,Manual,32148,Diesel,3,1.14
 Focus,13490,Manual,27400,Diesel,3,1.14
 Focus,13489,Semi-Auto,3549,Diesel,3,1.14
 Focus,13480,Manual,26008,Diesel,5,1.26
 Focus,13450,Manual,13485,Petrol,3,1
 Focus,13450,Manual,19729,Petrol,3,1
 Focus,13450,Manual,17897,Petrol,3,1
 Focus,13450,Automatic,15267,Diesel,3,1.26
 Focus,13449,Manual,15250,Petrol,3,1
 Focus,13445,Manual,19672,Petrol,3,1
 Focus,13442,Manual,6850,Petrol,3,1
 Focus,13441,Manual,16117,Diesel,3,1.14
 Focus,13439,Manual,5889,Petrol,3,1
 Focus,13430,Manual,19859,Diesel,4,1.14
 Focus,13400,Manual,11952,Petrol,2,1
 Focus,13400,Manual,8271,Petrol,3,1
 Focus,13399,Manual,23178,Petrol,6,1.26
 Focus,13399,Manual,10040,Petrol,3,1
 Focus,13398,Automatic,21649,Petrol,4,1.14
 Focus,13395,Automatic,10202,Petrol,5,1.14
 Focus,13395,Manual,13338,Petrol,4,1
 Focus,13380,Manual,9695,Petrol,3,1
 Focus,13352,Manual,33986,Petrol,6,1.26
 Focus,13350,Automatic,19167,Petrol,4,1.14
 Focus,13350,Semi-Auto,8207,Petrol,3,1
 Focus,13341,Manual,14064,Petrol,3,1
 Focus,13300,Manual,30098,Diesel,3,1.14
 Focus,13300,Manual,7871,Petrol,3,1
 Focus,13300,Automatic,9728,Petrol,4,1
 Focus,13299,Manual,10000,Petrol,3,1
 Focus,13299,Manual,16257,Diesel,3,1.14
 Focus,13299,Manual,14889,Diesel,4,1.14
 Focus,13299,Manual,16963,Diesel,3,1.14
 Focus,13298,Semi-Auto,9038,Petrol,4,1
 Focus,13298,Manual,15320,Petrol,2,1
 Focus,13298,Automatic,12912,Petrol,4,1.14
 Focus,13298,Manual,13905,Petrol,3,1
 Focus,13298,Manual,9162,Petrol,4,1.14
 Focus,13298,Manual,8794,Diesel,4,1.14
 Focus,13298,Manual,11132,Petrol,3,1
 Focus,13295,Manual,60879,Diesel,4,1.26
 Focus,13295,Manual,7359,Petrol,3,1
 Focus,13295,Manual,22406,Petrol,3,1
 Focus,13295,Manual,18695,Petrol,3,1
 Focus,13291,Manual,35157,Diesel,6,1.26
 Focus,13291,Manual,23496,Petrol,3,1
 Focus,13290,Manual,9459,Petrol,3,1
 Focus,13290,Manual,20275,Diesel,3,1.14
 Focus,13289,Manual,22058,Petrol,3,1
 Focus,13289,Manual,22058,Petrol,3,1
 Focus,13289,Manual,13387,Diesel,3,1.14
 Focus,13271,Manual,5467,Petrol,3,1
 Focus,13270,Manual,33362,Diesel,3,1.14
 Focus,13270,Manual,13131,Petrol,4,1
 Focus,13265,Manual,19550,Petrol,3,1
 Focus,13250,Manual,36638,Diesel,5,1.26
 Focus,13250,Manual,13090,Petrol,3,1
 Focus,13250,Manual,14984,Petrol,3,1
 Focus,13250,Manual,13638,Petrol,3,1
 Focus,13250,Manual,7000,Petrol,3,1
 Focus,13250,Manual,8976,Petrol,3,1
 Focus,13250,Manual,32643,Diesel,5,1.26
 Focus,13250,Semi-Auto,3038,Petrol,4,1
 Focus,13249,Automatic,8727,Petrol,4,1
 Focus,13240,Automatic,58644,Diesel,5,1.26
 Focus,13231,Manual,11856,Petrol,3,1
 Focus,13220,Manual,9812,Petrol,3,1
 Focus,13220,Manual,13892,Diesel,3,1.14
 Focus,13210,Manual,13090,Petrol,4,1.14
 Focus,13200,Manual,32000,Diesel,6,1.26
 Focus,13200,Manual,20597,Petrol,3,1
 Focus,13199,Manual,21622,Petrol,3,1
 Focus,13195,Manual,29730,Petrol,3,1
 Focus,13195,Manual,15010,Diesel,3,1.14
 Focus,13195,Manual,13518,Petrol,3,1
 Focus,13195,Manual,13000,Petrol,4,1
 Focus,13190,Manual,22786,Petrol,3,1.14
 Focus,13180,Semi-Auto,19065,Diesel,3,1.14
 Focus,13160,Manual,21235,Diesel,3,1.14
 Focus,13157,Manual,12967,Petrol,3,1
 Focus,13150,Manual,5055,Petrol,3,1
 Focus,13150,Semi-Auto,14346,Petrol,3,1
 Focus,13140,Manual,12583,Diesel,3,1.14
 Focus,13100,Manual,8478,Petrol,3,1
 Focus,13099,Automatic,8841,Petrol,4,1.14
 Focus,13095,Manual,14295,Petrol,3,1
 Focus,13084,Manual,40807,Petrol,6,1.26
 Focus,13060,Manual,11710,Petrol,3,1
 Focus,13000,Manual,34466,Diesel,2,1.14
 Focus,13000,Manual,12456,Petrol,4,1
 Focus,13000,Manual,12456,Petrol,4,1
 Focus,13000,Manual,15462,Petrol,3,1
 Focus,13000,Manual,37605,Diesel,5,1.26
 Focus,13000,Manual,22997,Petrol,4,1.14
 Focus,13000,Manual,8026,Petrol,3,1
 Focus,13000,Manual,11842,Petrol,3,1
 Focus,13000,Manual,39448,Diesel,3,1.14
 Focus,13000,Manual,16838,Diesel,4,1.14
 Focus,13000,Manual,10355,Petrol,3,1
 Focus,13000,Manual,16475,Diesel,3,1.14
 Focus,13000,Manual,41599,Petrol,6,1.26
 Focus,13000,Manual,11589,Diesel,3,1.14
 Focus,13000,Manual,12581,Petrol,3,1.14
 Focus,13000,Manual,18696,Diesel,3,1.14
 Focus,13000,Manual,16853,Diesel,3,1.14
 Focus,13000,Semi-Auto,17525,Petrol,4,1
 Focus,13000,Semi-Auto,14119,Petrol,3,1
 Focus,13000,Manual,11000,Petrol,3,1
 Focus,13000,Semi-Auto,10028,Petrol,4,1
 Focus,13000,Semi-Auto,29685,Diesel,3,1.14
 Focus,13000,Semi-Auto,4952,Petrol,3,1
 Focus,13000,Manual,12456,Petrol,4,1
 Focus,13000,Manual,12456,Petrol,4,1
 Focus,13000,Manual,12456,Petrol,4,1
 Focus,13000,Manual,18332,Petrol,3,1
 Focus,13000,Semi-Auto,9099,Petrol,3,1
 Focus,13000,Manual,12456,Petrol,4,1
 Focus,13000,Manual,12456,Petrol,4,1
 Focus,13000,Manual,12914,Diesel,4,1.14
 Focus,13000,Manual,10834,Petrol,3,1
 Focus,13000,Manual,9738,Petrol,3,1
 Focus,13000,Automatic,1446,Petrol,4,1
 Focus,13000,Manual,24716,Diesel,3,1.14
 Focus,13000,Manual,15362,Diesel,4,1.14
 Focus,13000,Manual,15379,Diesel,4,1.14
 Focus,13000,Manual,24484,Diesel,4,0
 Focus,13000,Manual,27000,Petrol,7,1.26
 Focus,13000,Manual,12456,Petrol,4,1
 Focus,13000,Manual,12456,Petrol,4,1
 Focus,13000,Manual,46007,Diesel,6,1.26
 Focus,13000,Manual,12456,Petrol,4,1
 Focus,13000,Manual,12456,Petrol,4,1
 Focus,13000,Manual,12456,Petrol,4,1
 Focus,13000,Manual,12456,Petrol,4,1
 Focus,13000,Automatic,23670,Petrol,4,1.14
 Focus,13000,Manual,11913,Petrol,3,1
 Focus,13000,Manual,12456,Petrol,4,1
 Focus,13000,Manual,12456,Petrol,4,1
 Focus,13000,Manual,12456,Petrol,4,1
 Focus,12999,Manual,12428,Petrol,3,1
 Focus,12999,Manual,9500,Petrol,3,1
 Focus,12999,Semi-Auto,13860,Petrol,3,1
 Focus,12999,Manual,25126,Petrol,3,1
 Focus,12999,Manual,16087,Petrol,3,1
 Focus,12999,Manual,17542,Petrol,3,1
 Focus,12999,Manual,21000,Petrol,4,1
 Focus,12999,Semi-Auto,16943,Petrol,4,1
 Focus,12999,Manual,29534,Petrol,6,1.26
 Focus,12999,Manual,48542,Diesel,6,1.26
 Focus,12999,Automatic,17303,Petrol,4,1
 Focus,12999,Manual,11000,Petrol,3,0
 Focus,12998,Manual,16081,Petrol,3,1
 Focus,12998,Manual,25878,Diesel,6,1.26
 Focus,12998,Manual,17307,Diesel,4,1.14
 Focus,12998,Manual,15448,Petrol,3,1
 Focus,12998,Manual,41484,Diesel,5,1.26
 Focus,12998,Manual,22253,Petrol,3,1
 Focus,12998,Manual,7095,Petrol,4,1.14
 Focus,12998,Manual,15123,Diesel,3,1.14
 Focus,12998,Manual,18661,Petrol,3,1
 Focus,12998,Manual,25279,Diesel,4,1.14
 Focus,12998,Automatic,11577,Petrol,4,1.14
 Focus,12997,Manual,16568,Petrol,3,1
 Focus,12997,Manual,7888,Petrol,3,1
 Focus,12997,Manual,9612,Petrol,4,1
 Focus,12997,Semi-Auto,14392,Petrol,4,1
 Focus,12995,Automatic,2000,Petrol,4,1
 Focus,12995,Manual,9781,Petrol,3,1
 Focus,12995,Manual,10727,Petrol,3,1
 Focus,12995,Manual,7804,Petrol,3,1
 Focus,12995,Manual,18300,Petrol,3,1
 Focus,12995,Manual,13013,Petrol,4,1
 Focus,12995,Manual,11489,Petrol,3,1
 Focus,12995,Manual,14233,Petrol,3,1
 Focus,12995,Manual,33019,Diesel,3,1.14
 Focus,12995,Manual,10300,Petrol,4,1
 Focus,12995,Manual,10438,Petrol,4,1
 Focus,12995,Manual,21950,Petrol,3,1
 Focus,12995,Manual,12595,Petrol,4,1
 Focus,12995,Manual,18670,Petrol,3,1
 Focus,12995,Manual,17161,Petrol,3,1
 Focus,12993,Manual,19135,Petrol,3,1
 Focus,12991,Manual,15623,Petrol,3,1
 Focus,12991,Manual,7273,Petrol,4,1
 Focus,12991,Manual,49605,Diesel,6,1.26
 Focus,12990,Manual,12822,Petrol,4,1
 Focus,12990,Manual,11233,Diesel,4,1.14
 Focus,12990,Manual,10384,Petrol,3,1
 Focus,12990,Manual,11785,Petrol,3,1
 Focus,12990,Manual,20425,Petrol,3,1
 Focus,12990,Manual,13470,Diesel,3,1.14
 Focus,12990,Manual,4883,Petrol,4,1
 Focus,12990,Manual,20000,Petrol,3,1
 Focus,12989,Manual,17989,Diesel,3,1.14
 Focus,12989,Manual,9884,Petrol,3,1
 Focus,12980,Manual,11600,Petrol,4,1.14
 Focus,12975,Manual,11000,Petrol,4,0
 Focus,12970,Manual,7994,Petrol,3,1
 Focus,12950,Manual,21149,Petrol,3,1
 Focus,12950,Manual,15442,Petrol,3,1
 Focus,12950,Manual,14842,Petrol,4,1
 Focus,12950,Manual,15916,Petrol,3,1
 Focus,12949,Automatic,21507,Petrol,4,1.14
 Focus,12949,Manual,7755,Petrol,4,1
 Focus,12942,Manual,30768,Petrol,6,1.26
 Focus,12940,Manual,33000,Diesel,6,1.26
 Focus,12900,Manual,9022,Petrol,3,1
 Focus,12900,Manual,14877,Petrol,4,1.14
 Focus,12900,Manual,16165,Petrol,3,1
 Focus,12900,Manual,29280,Petrol,6,1.26
 Focus,12900,Manual,9022,Petrol,3,1
 Focus,12900,Manual,9022,Petrol,3,1
 Focus,12900,Manual,9022,Petrol,3,1
 Focus,12900,Manual,9022,Petrol,3,1
 Focus,12900,Manual,9022,Petrol,3,1
 Focus,12899,Manual,12073,Diesel,3,1.14
 Focus,12899,Manual,13791,Petrol,3,1
 Focus,12898,Manual,22015,Petrol,3,1
 Focus,12895,Manual,20830,Petrol,3,1
 Focus,12891,Automatic,13800,Petrol,4,1.14
 Focus,12890,Manual,14509,Petrol,4,1
 Focus,12880,Manual,19340,Diesel,4,1.14
 Focus,12877,Manual,16000,Petrol,3,1
 Focus,12850,Manual,36232,Petrol,7,1.26
 Focus,12849,Manual,16128,Petrol,3,1
 Focus,12800,Manual,23842,Diesel,3,1.14
 Focus,12800,Manual,6945,Petrol,3,1
 Focus,12800,Manual,16790,Diesel,4,1.14
 Focus,12799,Manual,48537,Diesel,5,1.26
 Focus,12799,Semi-Auto,13768,Petrol,4,1
 Focus,12799,Manual,8968,Petrol,3,1
 Focus,12798,Manual,22153,Diesel,4,1.14
 Focus,12798,Manual,18632,Diesel,4,1.14
 Focus,12798,Manual,16703,Petrol,4,1
 Focus,12795,Manual,18569,Petrol,3,1
 Focus,12795,Manual,7299,Diesel,4,1.14
 Focus,12795,Semi-Auto,10106,Petrol,4,1
 Focus,12792,Manual,29229,Diesel,5,1.26
 Focus,12791,Manual,16565,Petrol,3,1
 Focus,12791,Manual,16565,Petrol,3,1
 Focus,12790,Semi-Auto,8881,Petrol,4,1
 Focus,12790,Manual,3184,Diesel,4,1.14
 Focus,12787,Manual,39772,Diesel,6,1.26
 Focus,12750,Manual,3640,Petrol,4,1
 Focus,12750,Manual,8558,Petrol,3,1
 Focus,12750,Manual,33202,Petrol,7,1.26
 Focus,12700,Manual,14363,Petrol,3,1
 Focus,12700,Manual,15705,Petrol,3,1
 Focus,12700,Manual,2571,Petrol,3,1
 Focus,12700,Automatic,24769,Petrol,4,1.14
 Focus,12700,Manual,32242,Diesel,4,1.26
 Focus,12700,Manual,25746,Diesel,4,1.14
 Focus,12700,Manual,13198,Petrol,3,1
 Focus,12700,Manual,21388,Diesel,4,1.14
 Focus,12699,Manual,14350,Petrol,3,1
 Focus,12699,Manual,21442,Petrol,3,1
 Focus,12699,Manual,35221,Diesel,3,1.14
 Focus,12699,Manual,16286,Petrol,4,1
 Focus,12699,Manual,8839,Petrol,3,1
 Focus,12698,Manual,7906,Diesel,5,1.14
 Focus,12698,Manual,13588,Diesel,4,1.14
 Focus,12698,Semi-Auto,14876,Petrol,4,1
 Focus,12698,Manual,9484,Diesel,4,1.14
 Focus,12698,Manual,15619,Diesel,4,1.14
 Focus,12698,Semi-Auto,5715,Petrol,4,1
 Focus,12697,Automatic,19823,Petrol,5,1.14
 Focus,12695,Manual,32659,Diesel,6,1.26
 Focus,12695,Manual,10908,Petrol,3,1
 Focus,12695,Manual,3937,Petrol,4,1
 Focus,12691,Manual,21364,Petrol,3,1
 Focus,12690,Manual,20988,Diesel,4,1.14
 Focus,12690,Manual,16834,Petrol,3,1
 Focus,12690,Semi-Auto,15637,Petrol,3,1
 Focus,12689,Automatic,12369,Petrol,5,1.14
 Focus,12670,Manual,7162,Petrol,3,1
 Focus,12661,Manual,34457,Petrol,7,1.26
 Focus,12650,Manual,18442,Petrol,3,1
 Focus,12638,Manual,46628,Diesel,6,1.26
 Focus,12630,Manual,20790,Petrol,3,1
 Focus,12620,Semi-Auto,23829,Petrol,4,1
 Focus,12619,Manual,20879,Petrol,4,1
 Focus,12612,Manual,8974,Petrol,4,1
 Focus,12610,Manual,26052,Petrol,3,1
 Focus,12600,Manual,35211,Diesel,3,1.14
 Focus,12600,Manual,13420,Petrol,3,1
 Focus,12600,Manual,23164,Diesel,3,1.14
 Focus,12600,Manual,16043,Petrol,4,1
 Focus,12599,Manual,15000,Petrol,4,1
 Focus,12599,Manual,4559,Petrol,4,1
 Focus,12599,Manual,22111,Petrol,4,1.14
 Focus,12599,Manual,10760,Diesel,4,1.14
 Focus,12595,Manual,13768,Petrol,3,1
 Focus,12591,Manual,11627,Petrol,4,1
 Focus,12591,Manual,32860,Diesel,3,1.14
 Focus,12590,Manual,29440,Diesel,3,1.14
 Focus,12590,Semi-Auto,14478,Diesel,4,1.14
 Focus,12560,Manual,27647,Diesel,3,1.14
 Focus,12550,Manual,28230,Petrol,3,1
 Focus,12539,Automatic,14952,Petrol,3,1
 Focus,12500,Manual,20668,Petrol,4,1
 Focus,12500,Manual,40310,Petrol,6,1.26
 Focus,12500,Manual,58000,Diesel,6,1.26
 Focus,12500,Manual,19730,Petrol,3,1
 Focus,12500,Manual,45599,Petrol,7,1.26
 Focus,12500,Manual,5014,Petrol,3,1
 Focus,12500,Manual,23868,Petrol,3,1
 Focus,12500,Manual,12900,Petrol,3,1
 Focus,12500,Manual,33820,Diesel,4,1.14
 Focus,12500,Manual,22494,Petrol,3,1
 Focus,12500,Manual,18101,Petrol,3,1
 Focus,12500,Manual,25264,Petrol,3,1
 Focus,12500,Manual,8455,Petrol,3,1
 Focus,12500,Manual,5813,Petrol,3,1
 Focus,12500,Semi-Auto,12118,Petrol,4,1
 Focus,12500,Semi-Auto,8593,Petrol,4,1
 Focus,12500,Manual,16145,Petrol,3,1
 Focus,12500,Manual,49762,Petrol,5,1.26
 Focus,12500,Automatic,17560,Petrol,4,1
 Focus,12500,Manual,18605,Petrol,3,1
 Focus,12500,Manual,8220,Diesel,4,1.14
 Focus,12500,Automatic,21697,Petrol,4,1
 Focus,12500,Manual,7677,Petrol,3,1
 Focus,12499,Manual,44300,Diesel,6,1.26
 Focus,12499,Automatic,31653,Diesel,4,1.14
 Focus,12499,Manual,7732,Petrol,3,1
 Focus,12499,Manual,18053,Petrol,3,1
 Focus,12499,Manual,26100,Diesel,3,1.14
 Focus,12499,Manual,10276,Petrol,4,1
 Focus,12499,Manual,16819,Petrol,3,1
 Focus,12499,Semi-Auto,16943,Petrol,4,1
 Focus,12499,Manual,16287,Petrol,3,1
 Focus,12499,Manual,17330,Diesel,3,1.14
 Focus,12499,Manual,14952,Diesel,4,1.14
 Focus,12499,Manual,52492,Petrol,4,1.14
 Focus,12499,Manual,11830,Petrol,4,1
 Focus,12498,Semi-Auto,12244,Petrol,4,1
 Focus,12498,Manual,9338,Petrol,4,1
 Focus,12498,Manual,17998,Diesel,4,1.14
 Focus,12498,Manual,12705,Petrol,4,1
 Focus,12498,Manual,18812,Diesel,4,1.14
 Focus,12498,Manual,16549,Diesel,4,1.14
 Focus,12498,Manual,20554,Diesel,4,1.14
 Focus,12498,Manual,13559,Petrol,3,1
 Focus,12498,Manual,25941,Diesel,4,1.14
 Focus,12497,Manual,12206,Petrol,4,1
 Focus,12497,Manual,13589,Petrol,3,1
 Focus,12497,Manual,24396,Petrol,3,1
 Focus,12495,Automatic,4000,Petrol,4,1.17
 Focus,12495,Semi-Auto,22354,Diesel,4,1.26
 Focus,12495,Manual,25661,Petrol,5,1.14
 Focus,12495,Manual,13273,Petrol,3,1
 Focus,12495,Manual,20144,Petrol,3,1
 Focus,12495,Manual,23722,Diesel,4,1.14
 Focus,12495,Manual,30130,Petrol,4,1.14
 Focus,12495,Automatic,20693,Petrol,4,1.14
 Focus,12495,Manual,35027,Petrol,4,1
 Focus,12495,Manual,37000,Petrol,8,1.26
 Focus,12495,Manual,45000,Diesel,6,1.26
 Focus,12495,Manual,21215,Petrol,3,1
 Focus,12491,Automatic,27000,Petrol,4,1.14
 Focus,12491,Manual,9712,Petrol,3,1
 Focus,12491,Manual,11356,Petrol,3,1
 Focus,12490,Manual,11292,Petrol,4,1.14
 Focus,12490,Manual,35981,Diesel,4,1.14
 Focus,12490,Manual,25892,Diesel,4,1.14
 Focus,12489,Manual,13530,Diesel,4,1.14
 Focus,12452,Manual,18729,Petrol,4,1.14
 Focus,12450,Manual,24533,Petrol,3,1
 Focus,12430,Manual,35050,Diesel,4,1.14
 Focus,12430,Semi-Auto,16515,Petrol,4,1
 Focus,12429,Semi-Auto,15000,Petrol,4,1
 Focus,12410,Manual,4948,Diesel,4,1.14
 Focus,12400,Manual,26719,Diesel,4,1.14
 Focus,12400,Manual,14130,Diesel,3,1.14
 Focus,12400,Manual,14992,Petrol,3,1
 Focus,12400,Manual,5343,Petrol,3,1
 Focus,12400,Manual,21264,Petrol,3,1
 Focus,12399,Manual,15242,Petrol,3,1
 Focus,12399,Manual,30388,Petrol,7,1.26
 Focus,12399,Manual,29099,Diesel,3,1.14
 Focus,12399,Manual,18227,Diesel,3,1.14
 Focus,12399,Manual,15420,Petrol,3,1
 Focus,12395,Manual,21000,Petrol,3,1
 Focus,12395,Manual,31643,Diesel,3,1.14
 Focus,12395,Manual,19127,Diesel,4,1.14
 Focus,12395,Manual,18280,Petrol,3,1
 Focus,12390,Semi-Auto,26482,Diesel,4,1.14
 Focus,12390,Manual,3345,Petrol,3,1
 Focus,12390,Manual,12664,Petrol,3,1
 Focus,12390,Automatic,30888,Petrol,4,1.14
 Focus,12380,Automatic,24111,Petrol,4,1.14
 Focus,12370,Semi-Auto,15486,Petrol,4,1
 Focus,12369,Manual,17028,Petrol,4,1
 Focus,12360,Manual,15311,Diesel,4,1.14
 Focus,12350,Semi-Auto,5315,Petrol,3,1
 Focus,12350,Manual,25000,Diesel,4,1.14
 Focus,12350,Manual,9247,Petrol,3,1
 Focus,12339,Manual,17333,Petrol,4,1
 Focus,12317,Automatic,2618,Petrol,5,1.14
 Focus,12300,Manual,13255,Petrol,3,1
 Focus,12300,Manual,29568,Diesel,3,1.14
 Focus,12300,Automatic,27823,Diesel,4,1.14
 Focus,12300,Manual,32333,Diesel,4,1.14
 Focus,12300,Manual,14724,Petrol,4,1
 Focus,12299,Manual,19850,Petrol,3,1
 Focus,12299,Manual,21680,Diesel,3,1.14
 Focus,12299,Manual,12100,Petrol,4,1
 Focus,12299,Manual,13430,Petrol,3,1
 Focus,12299,Manual,17896,Diesel,4,1.14
 Focus,12299,Manual,17779,Petrol,4,1
 Focus,12299,Manual,13264,Petrol,3,1
 Focus,12298,Manual,51103,Petrol,6,1.26
 Focus,12298,Manual,27494,Petrol,3,1
 Focus,12298,Manual,22163,Diesel,4,1.14
 Focus,12295,Manual,14288,Petrol,4,1
 Focus,12295,Manual,17139,Petrol,3,1
 Focus,12295,Manual,14750,Petrol,4,1
 Focus,12295,Manual,13500,Petrol,3,1
 Focus,12295,Manual,23016,Petrol,4,1.14
 Focus,12295,Manual,13849,Diesel,4,1.14
 Focus,12295,Manual,22327,Petrol,4,1.14
 Focus,12295,Manual,16136,Petrol,3,1
 Focus,12295,Manual,15893,Petrol,3,1
 Focus,12290,Manual,8067,Petrol,3,1
 Focus,12289,Semi-Auto,18134,Petrol,4,1
 Focus,12289,Manual,14112,Petrol,4,1
 Focus,12270,Manual,18866,Petrol,4,1
 Focus,12259,Manual,18006,Diesel,4,1.14
 Focus,12250,Manual,14554,Diesel,4,1.14
 Focus,12250,Manual,8586,Petrol,3,1
 Focus,12250,Manual,14728,Petrol,4,1.14
 Focus,12250,Manual,14554,Diesel,4,1.14
 Focus,12250,Manual,14554,Diesel,4,1.14
 Focus,12250,Manual,18138,Petrol,4,1
 Focus,12250,Manual,16706,Petrol,3,1
 Focus,12247,Manual,9865,Petrol,4,1
 Focus,12241,Manual,10627,Petrol,3,1
 Focus,12240,Automatic,15540,Petrol,4,1.14
 Focus,12204,Manual,22688,Petrol,3,1
 Focus,12200,Manual,24450,Diesel,4,1.14
 Focus,12200,Manual,13974,Petrol,3,1
 Focus,12200,Semi-Auto,15357,Diesel,5,1.26
 Focus,12200,Manual,38773,Diesel,6,1.26
 Focus,12199,Manual,14766,Petrol,3,1
 Focus,12199,Manual,5304,Petrol,3,1
 Focus,12199,Manual,17954,Diesel,4,1.14
 Focus,12199,Manual,8600,Petrol,4,1
 Focus,12195,Manual,8734,Petrol,3,1
 Focus,12195,Manual,11821,Petrol,3,1
 Focus,12195,Manual,68438,Petrol,5,1.26
 Focus,12195,Manual,6300,Petrol,3,1
 Focus,12190,Manual,32340,Diesel,3,1.14
 Focus,12189,Manual,10283,Petrol,3,1
 Focus,12180,Manual,43782,Petrol,3,1
 Focus,12170,Semi-Auto,11634,Petrol,4,1
 Focus,12128,Manual,21399,Petrol,4,1
 Focus,12120,Manual,16853,Petrol,4,1
 Focus,12100,Manual,12548,Petrol,4,1
 Focus,12100,Manual,13579,Diesel,4,1.14
 Focus,12099,Manual,14439,Diesel,4,1.14
